Ticker,Description,Sector,Industry,Market Capitalization
OSTK,"Overstock.com, Inc.",Retail Trade,Internet Retail,3501705608.0000005
AMZN,"Amazon.com, Inc.",Retail Trade,Internet Retail,1734822144210
DDL,Dingdong (Cayman) Limited,Retail Trade,Internet Retail,5478728296
CURV,Torrid Holdings Inc.,Retail Trade,Internet Retail,1871367554
WTRH,Waitr Holdings Inc.,Retail Trade,Internet Retail,118466383
SJ,Scienjoy Holding Corporation,Technology Services,Internet Software/Services,119368762.99999999
YELP,Yelp Inc.,Technology Services,Internet Software/Services,2971288863
CHKP,Check Point Software Technologies Ltd.,Technology Services,Internet Software/Services,15599806804.000002
TALK,"Talkspace, Inc.",Technology Services,Internet Software/Services,656222219
FUTU,Futu Holdings Limited,Technology Services,Internet Software/Services,13672802367
KRKR,36Kr Holdings Inc.,Technology Services,Internet Software/Services,64000956
UCL,uCloudlink Group Inc.,Technology Services,Internet Software/Services,139931288
WB,Weibo Corporation,Technology Services,Internet Software/Services,10680824484
WDDD,"Worlds, Inc.",Technology Services,Internet Software/Services,4226326
OB,Outbrain Inc.,Technology Services,Internet Software/Services,897869511.9999999
VZIO,VIZIO Holding Corp.,Technology Services,Internet Software/Services,3614473509
SNAP,Snap Inc.,Technology Services,Internet Software/Services,131405658861.00002
ZH,Zhihu Inc.,Technology Services,Internet Software/Services,4654879612
YALA,Yalla Group Limited,Technology Services,Internet Software/Services,1102504774
LPSN,"LivePerson, Inc.",Technology Services,Internet Software/Services,4423127188
JCOM,"j2 Global, Inc.",Technology Services,Internet Software/Services,6825231527.000001
YQ,17 Education & Technology Group Inc.,Technology Services,Internet Software/Services,190177962
PFSW,"PFSweb, Inc.",Technology Services,Internet Software/Services,278521562
GSMG,Glory Star New Media Group Holdings Limited,Technology Services,Internet Software/Services,123301536.99999999
ANGI,Angi Inc.,Technology Services,Internet Software/Services,7260134104
UXIN,Uxin Limited,Technology Services,Internet Software/Services,1141566986
GOOG,Alphabet Inc.,Technology Services,Internet Software/Services,1899127555975.9995
RPMT,"Rego Payment Architectures, Inc.",Technology Services,Internet Software/Services,115964138
CDLX,"Cardlytics, Inc. Common Stock",Technology Services,Internet Software/Services,3186718657
QTT,Qutoutiao Inc.,Technology Services,Internet Software/Services,281226265
BEKE,KE Holdings Inc,Technology Services,Internet Software/Services,19685538895
DKNG,DraftKings Inc.,Technology Services,Internet Software/Services,20707639317
SLGG,"Super League Gaming, Inc.",Technology Services,Internet Software/Services,115921560.00000001
SPIN,"Spine Injury Solutions, Inc.",Technology Services,Internet Software/Services,4452994
OPFI,OppFi Inc.,Technology Services,Internet Software/Services,896212943.0000001
QD,Qudian Inc.,Technology Services,Internet Software/Services,384694056
NETE,"Net Element, Inc.",Technology Services,Internet Software/Services,48800713
AFRM,"Affirm Holdings, Inc.",Technology Services,Internet Software/Services,33639073389
VHC,VirnetX Holding Corp,Technology Services,Internet Software/Services,296328672.99999994
VALU,"Value Line, Inc.",Technology Services,Internet Software/Services,329721341.99999994
LMPX,"LMP Automotive Holdings, Inc.",Technology Services,Internet Software/Services,149292568.99999997
TBLA,Taboola.com Ltd.,Technology Services,Internet Software/Services,2001484296
AEYE,"AudioEye, Inc.",Technology Services,Internet Software/Services,125949074.99999999
AMWL,American Well Corporation,Technology Services,Internet Software/Services,2368158470
BIDU,"Baidu, Inc.",Technology Services,Internet Software/Services,56523959005.11564
JT,Jianpu Technology Inc.,Technology Services,Internet Software/Services,30221886
CUEN,"Cuentas, Inc.",Technology Services,Internet Software/Services,40665234
UPST,"Upstart Holdings, Inc.",Technology Services,Internet Software/Services,25498386366
ZME,Zhangmen Education Inc.,Technology Services,Internet Software/Services,447920603
SGFY,"Signify Health, Inc.",Technology Services,Internet Software/Services,4484941194
JFU,9F Inc.,Technology Services,Internet Software/Services,348003272
VYNT,"Vyant Bio, Inc.",Technology Services,Internet Software/Services,67247089
ATHM,Autohome Inc.,Technology Services,Internet Software/Services,5185470656.58538
TTGT,"TechTarget, Inc.",Technology Services,Internet Software/Services,2533469075
DADA,Dada Nexus Limited,Technology Services,Internet Software/Services,4779237639
BCOV,Brightcove Inc.,Technology Services,Internet Software/Services,476280987.99999994
COE,China Online Education Group,Technology Services,Internet Software/Services,50535131
MAPS,"WM Technology, Inc.",Technology Services,Internet Software/Services,1938613658
RENN,Renren Inc.,Technology Services,Internet Software/Services,319344694
CAPC,"Capstone Companies, Inc.",Technology Services,Internet Software/Services,60627360.00000001
LIVC,"Live Current Media, Inc.",Technology Services,Internet Software/Services,6096584
SHCR,"Sharecare, Inc.",Technology Services,Internet Software/Services,2871326701.9999995
IT,"Gartner, Inc.",Technology Services,Internet Software/Services,27159912940.999996
SPOT,Spotify Technology S.A.,Technology Services,Internet Software/Services,43170718849
DOCS,"Doximity, Inc.",Technology Services,Internet Software/Services,15984531162.000002
DSNY,"Destiny Media Technologies, Inc.",Technology Services,Internet Software/Services,14391945
OLB,"The OLB Group, Inc.",Technology Services,Internet Software/Services,36945387
DAO,"Youdao, Inc.",Technology Services,Internet Software/Services,1491478260
BZ,KANZHUN LIMITED - American Depository Shares,Technology Services,Internet Software/Services,15136312159
IPDN,"Professional Diversity Network, Inc.",Technology Services,Internet Software/Services,21398669
ZIP,"ZipRecruiter, Inc.",Technology Services,Internet Software/Services,3277122469
DUO,Fangdd Network Group Ltd.,Technology Services,Internet Software/Services,96614588
LLNW,"Limelight Networks, Inc.",Technology Services,Internet Software/Services,310426064
GDRX,"GoodRx Holdings, Inc.",Technology Services,Internet Software/Services,17459593065
DHX,"DHI Group, Inc.",Technology Services,Internet Software/Services,230098121
FENG,Phoenix New Media Limited,Technology Services,Internet Software/Services,93171890
CARG,"CarGurus, Inc.",Technology Services,Internet Software/Services,3893825857
GROM,Grom Social Enterprises Inc.,Technology Services,Internet Software/Services,23588507
GMER,"Good Gaming, Inc.",Technology Services,Internet Software/Services,28387369
SSTK,"Shutterstock, Inc.",Technology Services,Internet Software/Services,4334678565.999999
VRSN,"VeriSign, Inc.",Technology Services,Internet Software/Services,24362896280
ISPC,iSpecimen Inc.,Technology Services,Internet Software/Services,
CRTO,Criteo S.A.,Technology Services,Internet Software/Services,2157766557
PINS,"Pinterest, Inc.",Technology Services,Internet Software/Services,34938883186
YRD,Yiren Digital Ltd.,Technology Services,Internet Software/Services,262030148
IH,iHuman Inc.,Technology Services,Internet Software/Services,259156962.00000003
TOST,"Toast, Inc.",Technology Services,Internet Software/Services,27852776282
JMIA,Jumia Technologies AG,Technology Services,Internet Software/Services,1955090933
FUBO,fuboTV Inc.,Technology Services,Internet Software/Services,3601167970
SY,So-Young International Inc. - American Depository Shares,Technology Services,Internet Software/Services,441828107
TRUE,"TrueCar, Inc.",Technology Services,Internet Software/Services,408702055
CARS,Cars.com Inc.,Technology Services,Internet Software/Services,913091182
SOHU,Sohu.com Limited,Technology Services,Internet Software/Services,819537802
TW,Tradeweb Markets Inc.,Technology Services,Internet Software/Services,19429741675
VNET,"21Vianet Group, Inc.",Technology Services,Internet Software/Services,2538822978
COUR,"Coursera, Inc.",Technology Services,Internet Software/Services,4738368203
TWTR,"Twitter, Inc.",Technology Services,Internet Software/Services,53639312649
HEPS,D-Market Electronic Services & Trading,Technology Services,Internet Software/Services,2210268475
BTCM,BIT Mining Limited,Technology Services,Internet Software/Services,668740625
TRVG,trivago N.V.,Technology Services,Internet Software/Services,998324108
ZNGA,Zynga Inc.,Technology Services,Internet Software/Services,8352963384.999997
CIH,China Index Holdings Limited - American Depository Shares,Technology Services,Internet Software/Services,123167837
MVEN,"theMaven, Inc.",Technology Services,Internet Software/Services,145555284
QH,Quhuo Limited - American Depository Shares,Technology Services,Internet Software/Services,125244526
ICCT,"iCoreConnect, Inc.",Technology Services,Internet Software/Services,15540374
SMFR,Sema4 Holdings Corp.,Technology Services,Internet Software/Services,1959953621
AKAM,"Akamai Technologies, Inc.",Technology Services,Internet Software/Services,17932450850
SNCR,"Synchronoss Technologies, Inc.",Technology Services,Internet Software/Services,215878141
MCHX,"Marchex, Inc.",Technology Services,Internet Software/Services,125906031.99999999
NAHD,"New Asia Holdings, Inc.",Technology Services,Internet Software/Services,7001846
PTIX,"Protagenic Therapeutics, Inc.",Technology Services,Internet Software/Services,34732835
SOS,SOS Limited,Technology Services,Internet Software/Services,424771532
INVU,Investview Inc.,Technology Services,Internet Software/Services,389225921
NFLX,"Netflix, Inc.",Technology Services,Internet Software/Services,262189383527
KPLT,"Katapult Holdings, Inc.",Technology Services,Internet Software/Services,568342881.0000001
HHR,HeadHunter Group PLC,Technology Services,Internet Software/Services,2550612254
LU,Lufax Holding Ltd,Technology Services,Internet Software/Services,17630075643
ARCE,Arco Platform Limited,Technology Services,Internet Software/Services,1305471064.0000002
OPEN,Opendoor Technologies Inc,Technology Services,Internet Software/Services,12304448128
AUTO,"AutoWeb, Inc.",Technology Services,Internet Software/Services,35415242
IQ,"iQIYI, Inc.",Technology Services,Internet Software/Services,6274814873
RZLT,"Rezolute, Inc.",Technology Services,Internet Software/Services,69392382.99999999
PRCH,"Porch Group, Inc.",Technology Services,Internet Software/Services,1830211495
LVOX,"LiveVox Holding, Inc.",Technology Services,Internet Software/Services,634956483.0000001
GDDY,GoDaddy Inc.,Technology Services,Internet Software/Services,12034155360
EGAN,eGain Corporation,Technology Services,Internet Software/Services,349031885
DPSI,"DecisionPoint Systems, Inc.",Technology Services,Internet Software/Services,26791739.97222222
MIGI,Mawson Infrastructure Group Inc.,Technology Services,Internet Software/Services,620288889
BLND,"Blend Labs, Inc.",Technology Services,Internet Software/Services,3285833331
FTCH,Farfetch Limited,Technology Services,Internet Software/Services,14616667864
JRJC,China Finance Online Co. Limited,Technology Services,Internet Software/Services,12307478
FB,"Facebook, Inc.",Technology Services,Internet Software/Services,995151104461
ZI,ZoomInfo Technologies Inc.,Technology Services,Internet Software/Services,30501362588
SHMP,NaturalShrimp Incorporated,Technology Services,Internet Software/Services,237589788
CSGP,"CoStar Group, Inc.",Technology Services,Internet Software/Services,34890338243
DASH,"DoorDash, Inc.",Technology Services,Internet Software/Services,74521773768
PERI,Perion Network Ltd,Technology Services,Internet Software/Services,640471782
XP,XP Inc.,Technology Services,Internet Software/Services,24738360513
MKD,Molecular Data Inc.,Technology Services,Internet Software/Services,53008957
CBDS,"Cannabis Sativa, Inc.",Technology Services,Internet Software/Services,10540902
VMEO,"Vimeo, Inc.",Technology Services,Internet Software/Services,5432692598.999999
LOV,"Spark Networks, Inc.",Technology Services,Internet Software/Services,85453535
CXDO,"Crexendo, Inc.",Technology Services,Internet Software/Services,122884274
MTCH,"Match Group, Inc.",Technology Services,Internet Software/Services,44541615575.00001
MSTR,MicroStrategy Incorporated,Technology Services,Internet Software/Services,5842519987
DFH,"Dream Finders Homes, Inc.",Technology Services,Internet Software/Services,1686666524
JOBS,"51job, Inc.",Technology Services,Internet Software/Services,4831201612
TME,Tencent Music Entertainment Group,Technology Services,Internet Software/Services,11983408703
HIPO,Hippo Holdings Inc.,Technology Services,Internet Software/Services,2739287871
EVER,"EverQuote, Inc.",Technology Services,Internet Software/Services,584870171
SIFY,"Sify Technologies Limited - American Depository Shares, each represented by one",Technology Services,Internet Software/Services,621904509
YNDX,Yandex N.V.,Technology Services,Internet Software/Services,28619555858.000004
SFUN,Fang Holdings Limited,Technology Services,Internet Software/Services,54121360
CSCW,Color Star Technology Co. Ltd.,Technology Services,Internet Software/Services,51051499
PUBM,"PubMatic, Inc.",Technology Services,Internet Software/Services,1420157340
YY,JOYY Inc.,Technology Services,Internet Software/Services,4211907652
WEI,Weidai Ltd.,Technology Services,Internet Software/Services,56369165
IAC,IAC/InterActiveCorp,Technology Services,Internet Software/Services,12525850430
SCHW,Charles Schwab Corporation (The),Finance,Investment Banks/Brokers,142714106393
BGCP,"BGC Partners, Inc.",Finance,Investment Banks/Brokers,1966467219
OPY,"Oppenheimer Holdings, Inc.",Finance,Investment Banks/Brokers,562343094.9999999
MC,Moelis & Company,Finance,Investment Banks/Brokers,4353508635
SNEX,StoneX Group Inc.,Finance,Investment Banks/Brokers,1295213414
WHG,Westwood Holdings Group Inc,Finance,Investment Banks/Brokers,164010154
GS,"Goldman Sachs Group, Inc. (The)",Finance,Investment Banks/Brokers,132796048764
NDAQ,"Nasdaq, Inc.",Finance,Investment Banks/Brokers,32902371856.999996
JMP,JMP Group LLC,Finance,Investment Banks/Brokers,148410572
CME,CME Group Inc.,Finance,Investment Banks/Brokers,70959700000
MKTX,"MarketAxess Holdings, Inc.",Finance,Investment Banks/Brokers,16112156891
MS,Morgan Stanley,Finance,Investment Banks/Brokers,187765595372.00003
OTCM,OTC Markets Group Inc.,Finance,Investment Banks/Brokers,529455016
COWN,Cowen Inc.,Finance,Investment Banks/Brokers,1005395085
IWDL,ETRACS 2x Leveraged US Value Factor TR ETN,Finance,Investment Banks/Brokers,
GHL,"Greenhill & Co., Inc.",Finance,Investment Banks/Brokers,274795414
PWP,Perella Weinberg Partners,Finance,Investment Banks/Brokers,1243496716.0000002
CBOE,"Cboe Global Markets, Inc.",Finance,Investment Banks/Brokers,13417448629.000002
PIPR,Piper Sandler Companies,Finance,Investment Banks/Brokers,2599594969.9999995
HKIB,AMTD International Inc.,Finance,Investment Banks/Brokers,375257609.321925
LAZ,"Lazard LTD. Lazard, LTD.",Finance,Investment Banks/Brokers,5241367830
